,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,35.52,1.7,83.1,1.17,51.41,1.38
0.5,0.5,66.74,1.83,66.85,2.0,66.77,1.74
0.75,0.75,84.93,0.66,40.21,1.93,70.0,0.89
0.25,0.75,31.1,2.04,40.1,1.17,34.11,1.54
0.75,0.25,83.14,0.5,87.86,1.17,84.72,0.51
0.5,0.75,64.7,2.15,40.86,1.58,56.73,1.8
0.75,0.5,83.56,0.57,68.95,1.97,78.68,0.84
