,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,29.98,1.16,60.07,1.09,40.03,0.93
0.5,0.5,47.85,1.32,49.63,1.17,48.45,1.03
0.75,0.75,56.92,1.08,35.04,1.07,49.62,0.77
0.25,0.75,22.05,1.31,41.29,0.91,28.47,0.95
0.75,0.25,57.1,1.08,48.45,1.67,54.21,1.02
0.5,0.75,44.78,1.36,40.48,0.87,43.34,0.94
0.75,0.5,57.19,1.13,43.43,1.46,52.59,0.94
