,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,30.52,1.88,71.64,1.85,44.26,1.53
0.5,0.5,56.21,2.08,56.51,2.4,56.31,1.83
0.75,0.75,70.57,1.64,34.83,2.21,58.63,1.39
0.25,0.75,24.87,2.01,36.65,1.58,28.8,1.53
0.75,0.25,68.64,1.7,66.01,2.66,67.77,1.74
0.5,0.75,54.04,2.29,37.04,1.91,48.36,1.82
0.75,0.5,69.38,1.75,54.5,2.63,64.41,1.66
