,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,32.82,1.44,75.01,1.27,46.91,1.19
0.5,0.5,59.31,1.58,59.51,1.7,59.38,1.44
0.75,0.75,74.27,0.93,36.39,1.59,61.62,0.87
0.25,0.75,27.92,1.69,40.12,1.08,31.99,1.26
0.75,0.25,72.11,1.01,70.55,1.87,71.59,1.11
0.5,0.75,57.52,1.72,39.49,1.25,51.5,1.36
0.75,0.5,72.81,0.97,57.39,1.97,67.66,1.06
