,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,25.91,1.55,54.52,1.7,35.46,1.23
0.5,0.5,42.43,1.82,45.38,1.67,43.41,1.38
0.75,0.75,50.63,1.74,32.39,1.49,44.54,1.26
0.25,0.75,17.59,1.57,37.02,1.3,24.08,1.16
0.75,0.25,51.23,1.69,43.88,2.13,48.78,1.44
0.5,0.75,39.08,1.95,37.1,1.28,38.41,1.36
0.75,0.5,51.14,1.78,39.8,1.98,47.35,1.42
