,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,34.52,2.32,82.54,1.85,50.56,1.92
0.5,0.5,66.51,2.56,66.67,2.94,66.56,2.41
0.75,0.75,85.27,1.05,40.69,2.76,70.38,1.27
0.25,0.75,28.84,2.5,37.35,1.81,31.68,1.96
0.75,0.25,84.42,0.79,88.74,1.7,85.86,0.84
0.5,0.75,63.65,2.91,39.6,2.44,55.62,2.47
0.75,0.5,84.65,0.89,70.17,2.75,79.81,1.2
