,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,21.72,1.57,45.87,1.26,29.79,1.08
0.5,0.5,32.14,1.68,41.97,1.19,35.42,1.12
0.75,0.75,36.33,1.76,35.57,1.08,36.07,1.17
0.25,0.75,11.49,1.29,39.14,1.13,20.73,0.92
0.75,0.25,39.41,1.69,35.41,1.53,38.07,1.22
0.5,0.75,27.68,1.88,40.32,1.06,31.9,1.19
0.75,0.5,38.56,1.77,35.52,1.39,37.54,1.26
