,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,17.34,1.19,44.38,0.8,26.37,0.82
0.5,0.5,18.71,1.18,45.88,0.77,27.79,0.79
0.75,0.75,18.49,1.26,45.76,0.76,27.6,0.86
0.25,0.75,9.71,1.38,39.9,0.81,19.8,1.01
0.75,0.25,13.83,1.28,43.17,0.75,23.63,0.89
0.5,0.75,17.74,1.24,45.04,0.81,26.86,0.85
0.75,0.5,16.62,1.21,44.48,0.8,25.93,0.85
