,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,28.44,0.95,44.82,0.58,33.91,0.6
0.5,0.5,31.58,1.01,45.4,0.47,36.2,0.63
0.75,0.75,31.81,0.97,44.84,0.5,36.16,0.61
0.25,0.75,18.28,0.95,41.65,0.76,26.09,0.7
0.75,0.25,30.94,1.09,40.11,0.58,34.0,0.71
0.5,0.75,29.3,0.94,45.32,0.53,34.65,0.61
0.75,0.5,31.38,1.11,42.71,0.57,35.17,0.69
