,,Supporter,Supporter,Opponent,Opponent,Overall,Overall
,,Mean,SD,Mean,SD,Mean,SD
$h_{ss}$,$h_{oo}$,,,,,,
0.25,0.25,28.37,1.04,50.83,0.86,35.87,0.76
0.5,0.5,39.36,1.19,46.13,0.82,41.62,0.83
0.75,0.75,44.22,1.1,38.32,0.74,42.25,0.71
0.25,0.75,18.6,1.09,42.12,0.78,26.46,0.8
0.75,0.25,47.02,1.13,39.21,1.18,44.41,0.89
0.5,0.75,35.72,1.18,43.09,0.64,38.18,0.77
0.75,0.5,46.19,1.16,39.07,1.0,43.81,0.83
