swap_count,mean_misp,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_minority_degree_fraction
0,-0.0247512677500474,68.47512677500474,83.18367169238778,38.61232345789374,31.64824120603015
1,-0.012996717590376728,67.29967175903768,81.72513543240116,38.0116091494815,32.73768844221105
2,-0.002867090572055164,66.28670905720551,80.4174535704998,37.597015651426204,33.680402010050244
3,0.005812451172760002,65.41875488272399,79.31557743724827,37.20399393868986,34.48743718592965
4,0.01337400908279458,64.66259909172054,78.34615004264191,36.880844130759,35.19195979899497
5,0.0207044327852151,63.92955672147849,77.42394269866237,36.531863979923365,35.84924623115578
6,0.027411912624627444,63.25880873753725,76.53579716532137,36.30249889930892,36.46331658291457
7,0.033465640541601824,62.65343594583982,75.75802168634178,36.04715580603282,37.03517587939699
8,0.03935870282458337,62.06412971754166,74.95057142732662,35.90074806434192,37.564824120603014
9,0.044625807080026135,61.5374192919974,74.22470932024628,35.77837590131027,38.040201005025125
10,0.04950523446573331,61.04947655342668,73.57284377523399,35.62324613339361,38.48643216080402
11,0.05438120054189821,60.561879945810176,72.93288562494195,35.444989627572944,38.91658291457286
12,0.05895407419075559,60.10459258092444,72.32784366788559,35.28768885891244,39.32964824120603
13,0.06352338499802762,59.64766150019724,71.71184091980685,35.15372146644442,39.72763819095477
14,0.06796705703987661,59.203294296012345,71.12369459821161,35.00126944003199,40.10753768844221
15,0.07207999486049599,58.792000513950406,70.59464373514672,34.82905821637,40.470351758793974
16,0.0762291187800321,58.37708812199678,70.00718940832424,34.764458237635,40.825125628140704
17,0.07972165013951106,58.0278349860489,69.50253711056799,34.73071249081319,41.16683417085427
18,0.08343304833896965,57.656695166103034,68.94999463155469,34.72787503927698,41.50050251256282
19,0.08680421253971271,57.31957874602873,68.46403407143859,34.69295732777236,41.821105527638196
20,0.09017612235178432,56.98238776482157,68.00122689475418,34.61080528889776,42.130653266331656
21,0.09349745412516809,56.65025458748319,67.54223364944129,34.53623649199251,42.43417085427136
22,0.0969908386933896,56.30091613066104,67.05028654290426,34.476436808833924,42.73065326633166
23,0.10047374243620362,55.952625756379646,66.52517019584894,34.487156742911694,43.01809045226131
24,0.10382580084776247,55.61741991522375,66.01067652516211,34.51595952534892,43.29547738693467
25,0.10661434919000387,55.338565080999615,65.59565253639528,34.51356933822659,43.55979899497488
26,0.10937237868174599,55.06276213182541,65.23480014778043,34.41044252367427,43.8180904522613
27,0.11218496733522196,54.7815032664778,64.83865541604858,34.36243678098559,44.06532663316584
28,0.11511853254157785,54.48814674584222,64.42408790432039,34.315175302871374,44.30552763819095
29,0.11765559204217593,54.234440795782405,64.04163153113514,34.32287172703595,44.53467336683417
30,0.12029878605720508,53.9701213942795,63.62630136959282,34.365149929249405,44.76080402010051
31,0.12290928984415324,53.709071015584676,63.23744047913035,34.363593619901025,44.97788944723619
32,0.1253203982418381,53.46796017581619,62.85550564320232,34.40839816627467,45.18994974874372
33,0.12773415366861512,53.226584633138486,62.46857566287971,34.462542239421445,45.39497487437186
34,0.13006953115591363,52.993046884408635,62.094356336718576,34.51463072365813,45.59597989949749
35,0.1324173406760744,52.75826593239257,61.732807011327544,34.53722798425186,45.79497487437187
36,0.13451751341172719,52.54824865882729,61.39552126997849,34.58560426648998,45.98693467336683
37,0.13680207484255763,52.31979251574425,61.03895997213628,34.61724040731189,46.17788944723618
38,0.1388848561858801,52.11151438141199,60.72275180368534,34.62809294831155,46.36482412060302
39,0.14104429980735297,51.89557001926471,60.37725677604421,34.675175694894186,46.548743718592966
40,0.1432362462942405,51.67637537057594,60.03114297677589,34.713665382230595,46.72864321608041
41,0.14521026752559568,51.47897324744042,59.724791975112076,34.73746249731923,46.90653266331658
42,0.14730953877264738,51.26904612273527,59.411798552181025,34.73679119022417,47.08442211055276
43,0.1493011022321928,51.06988977678073,59.11864218600076,34.72848337018244,47.25929648241207
44,0.15141554161000736,50.85844583899926,58.773530203659334,34.78842606832579,47.4321608040201
45,0.15331162393991177,50.66883760600882,58.47597315935259,34.817986634068475,47.60100502512562
46,0.15513808357880493,50.48619164211951,58.223834428796394,34.776432044927034,47.76683417085427
47,0.15709785930484943,50.290214069515045,57.921076711616,34.7972505234313,47.93065326633167
48,0.15912179027956216,50.087820972043794,57.60370170136586,34.828305551905046,48.09346733668342
49,0.1608001537952704,49.91998462047296,57.34176664729436,34.85151808116894,48.25226130653266
