swap_count,mean_misp,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_minority_degree_fraction
0,0.33955908111079025,32.044091888920974,3.381727725011307,90.23737670655576,52.19309774876376
1,0.3559621564499075,30.403784355009247,5.203980099502488,81.56702329800783,53.810456178959804
2,0.36536641451434543,29.46335854856546,6.91044776119403,75.25260166231955,54.98431011281148
3,0.3707263569859971,28.927364301400292,8.53873489694385,70.32246036499366,55.89647030665179
4,0.37919938001893394,28.080061998106608,9.865671641791044,65.06079393365641,56.78285730461583
5,0.38437315917219605,27.5626840827804,10.970149253731343,61.25055782660727,57.53791785513556
6,0.39000586725726194,26.99941327427382,12.106965174129352,57.23559578062772,58.21578826994605
7,0.39686479991094353,26.31352000890564,12.845771144278604,53.65713134011812,58.867885488880276
8,0.40113217578436133,25.88678242156386,13.467661691542286,51.10136087342585,59.44157349163105
9,0.40460739394156253,25.539260605843754,13.80597014925373,49.361395775284095,59.9626240830343
10,0.408419856238751,25.158014376124907,14.179104477611938,47.44852841249971,60.45776793868627
11,0.40978175875024514,25.02182412497549,14.751243781094526,45.874214520127744,60.87558672771364
12,0.4119338670056522,24.806613299434783,15.323383084577111,44.06044434172158,61.266950490286
13,0.4158184826659349,24.418151733406503,14.713930348258705,44.12066181840355,61.63254105698206
14,0.4174919559651281,24.250804403487194,14.751243781094526,43.53779112167837,61.89257837211009
15,0.41716767472912275,24.283232527087726,15.087064676616913,42.954239981073925,62.04884272646278
16,0.41507893913105426,24.492106086894573,15.547263681592039,42.652846727963365,62.12656293371667
17,0.41293624186663286,24.706375813336713,15.62189054726368,43.150633777788016,62.152469669467976
18,0.41029984561582483,24.970015438417516,16.069651741293534,43.04045082348743,62.152469669467976
19,0.40891450111020655,25.10854988897935,16.318407960199004,42.95520168377581,62.152469669467976
20,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
21,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
22,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
23,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
24,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
25,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
26,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
27,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
28,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
29,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
30,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
31,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
32,0.4085192019649074,25.148079803509265,16.417910447761194,42.87296910154323,62.152469669467976
