swap_count,mean_misp,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_minority_degree_fraction
0,0.07888080371125267,58.11191962887474,56.041766445461974,62.31495791034913,39.99999999999999
1,0.11623348973523902,54.3766510264761,52.00174596157915,59.19842797641841,43.03571428571429
2,0.14736044498672984,51.26395550132702,49.2727057353923,55.30679593519447,45.61224489795918
3,0.1744297169127742,48.55702830872258,46.668071977773465,52.39218207155866,47.72959183673469
4,0.19438799129662912,46.56120087033709,45.17993366500829,49.36559186297436,49.43877551020408
5,0.21243762743448502,44.75623725655149,43.58054963278844,47.1432394017674,50.91836734693878
6,0.23164038850210678,42.83596114978932,40.864546316038854,46.83853066073725,52.1938775510204
7,0.24713563944998934,41.28643605500107,38.62828713574982,46.683283860753605,53.34183673469388
8,0.2631034041697896,39.68965958302103,37.09452736318408,44.95856439299304,54.43877551020408
9,0.27878635177773725,38.12136482222627,35.36567164179104,43.71625703704932,55.53571428571429
10,0.29417748310341196,36.582251689658804,32.91293532338308,44.03207582724891,56.4795918367347
11,0.3073015813580984,35.26984186419016,30.69154228855722,44.56517736623281,57.32142857142857
12,0.3192516680850969,34.074833191490306,28.922885572139307,44.53484805502114,58.010204081632665
13,0.32706760812630786,33.29323918736922,27.61194029850746,44.827997537482474,58.596938775510196
14,0.33500087791207767,32.49991220879224,26.345771144278604,44.994683460986586,59.0561224489796
15,0.34134195271446816,31.86580472855318,25.062189054726367,45.67920624814094,59.46428571428571
16,0.34621452222012594,31.378547777987404,24.07462686567164,46.207720539355776,59.79591836734694
17,0.3514116394003314,30.858836059966865,23.067164179104473,46.67829109080868,60.127551020408156
18,0.355232842086534,30.476715791346596,22.33830845771144,47.00014886266645,60.382653061224495
19,0.35669995408100674,30.330004591899332,22.276119402985074,46.68183209666463,60.56122448979592
20,0.3593021287037696,30.06978712962304,21.741293532338307,46.97915291804962,60.68877551020408
21,0.3598342304040988,30.016576959590118,21.629353233830845,47.04518270582864,60.76530612244899
22,0.3608147859596544,29.91852140403456,21.40547263681592,47.20259011323604,60.81632653061225
23,0.3612295735413537,29.877042645864623,21.305970149253728,47.27891710868069,60.84183673469388
24,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
25,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
26,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
27,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
28,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
29,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
30,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
31,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
32,0.36169624020802044,29.83037597919796,21.20646766169154,47.33952316928674,60.86734693877552
