swap_count,mean_misp,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_minority_degree_fraction
0,0.2801200431303333,37.98799568696667,15.71783688947868,83.20316657883623,49.413265306122454
1,0.30234336898932634,35.76566310106737,15.28717468269707,77.34320019291009,51.479591836734684
2,0.3220767668250332,33.79232331749668,15.861471861471864,70.1973853645774,53.316326530612244
3,0.3362551096009471,32.374489039905285,15.966563287458808,65.6875504160845,54.79591836734694
4,0.35210295068219566,30.78970493178043,15.349857853589194,62.1372732420475,56.122448979591844
5,0.3621827105796354,29.781728942036455,15.577114427860696,58.621400834453915,57.11734693877552
6,0.372291848654336,28.77081513456641,15.788557213930346,55.128732731009315,57.984693877551024
7,0.3796701881842047,28.032981181579526,16.002487562189053,52.45852883306928,58.69897959183673
8,0.3867611634841756,27.323883651582435,15.925373134328357,50.46631409570435,59.36224489795918
9,0.3919861250366855,26.80138749633145,15.855721393034823,49.024406554539745,59.923469387755105
10,0.39723274871470393,26.27672512852961,15.592039800995021,47.9698741268574,60.40816326530613
11,0.4040829371756683,25.591706282433172,14.763681592039799,47.575877623534886,60.867346938775505
12,0.40696231722964005,25.303768277036006,14.651741293532336,46.93061094051315,61.22448979591836
13,0.40758671363486093,25.241328636513906,14.925373134328359,46.18584435307245,61.479591836734684
14,0.40889385857587773,25.11061414241223,14.962686567164178,45.71398224973403,61.68367346938777
15,0.4091968853866409,25.080311461335913,15.111940298507463,45.319125640411876,61.862244897959194
16,0.40892958549291647,25.107041450708355,15.273631840796018,45.0718427799243,61.96428571428572
17,0.4067917294791984,25.32082705208016,15.572139303482583,45.11361732953585,61.98979591836735
18,0.40537346718593614,25.462653281406386,16.094527363184078,44.48278772143351,61.98979591836735
19,0.40451220344967237,25.548779655032764,16.343283582089548,44.23872622737202,61.98979591836735
20,0.4035537174911864,25.644628250881357,16.467661691542286,44.276651265297055,61.98979591836735
21,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
22,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
23,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
24,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
25,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
26,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
27,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
28,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
29,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
30,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
31,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
32,0.403159273046742,25.684072695325803,16.59203980099502,44.143654632300425,61.98979591836735
