swap_count,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_misp,std_opinion_percent,std_majority_opinion_percent,std_minority_opinion_percent
0,85.86122176352116,84.41511416863658,88.74477762637488,-19.194555096854486,0.8416062062174389,0.786040650483609,1.7014718123445425
1,82.0455571321502,81.09135691268416,83.94824379731297,-15.378890465483522,1.2621501355398173,1.1884202867318345,2.119416690930164
2,79.24289273055066,78.6545604352759,80.4160343732243,-12.576226063883993,1.5159583779358166,1.4237309113001075,2.4162528351403436
3,77.01295579329837,76.72344626544329,77.59024125902143,-10.346289126631703,1.64423533569993,1.5330821889654964,2.575948617946146
4,75.14198062182867,75.09543551683566,75.23479211861114,-8.475313955161994,1.6979206876754809,1.5952560672721992,2.6206638532285473
5,73.55382863529023,73.70704187998956,73.24831959047066,-6.887161968623559,1.723279661006058,1.6367142375239732,2.6599569752849845
6,72.15219178164712,72.49105331277998,71.47649783034623,-5.485525114980447,1.727053832971741,1.6509998368319554,2.652878567250236
7,70.90564132613322,71.39992314510235,69.92003745956596,-4.23897465946655,1.7377603736183074,1.6727362678855713,2.676741915134916
8,69.77095263646417,70.39773530423602,68.52114049054784,-3.104285969797502,1.7422397075501395,1.6860563690314732,2.673982086099399
9,68.7268215079962,69.4892171624833,67.20659544246207,-2.0601548413295347,1.7406634523352267,1.6918071819314335,2.6683933494215153
10,67.76526444453141,68.64456830284342,66.01192202047206,-1.0985977778647396,1.7364302230469775,1.6991732264569641,2.660910173713816
11,66.87338626428806,67.86239995008346,64.90128113033676,-0.2067195976213867,1.7232571733323157,1.7088249079609343,2.6361327225709923
12,66.03142563979452,67.12651952590811,63.84779531598717,0.6352410268721513,1.7165201587191383,1.7170235183220401,2.617859117648026
13,65.24141931638061,66.43049755557632,62.870383066966454,1.4252473502860568,1.7115174051163657,1.7264705580623982,2.6006736621994393
14,64.48887969355988,65.76851990313568,61.937261790633265,2.177786973106791,1.7064303992818035,1.7357590435870796,2.5730371321075958
15,63.775779030408984,65.1429520924216,61.04961957142578,2.8908876362576876,1.6968318230839181,1.7365922720923428,2.559267919635602
16,63.09782260290862,64.54347864526564,60.21516714120273,3.56884406375805,1.6895187040379689,1.730613974902688,2.5440169963228345
17,62.44443700188308,63.95676993250506,59.42882702645123,4.22222966478359,1.6799074348349374,1.7346708781723081,2.5146681659010017
18,61.816921691166414,63.393185038474115,58.673833699229476,4.849744975500258,1.6734388391070505,1.736264803438601,2.51246689219104
19,61.217580758473154,62.849504269959155,57.963505732575925,5.449085908193517,1.665095088433043,1.7286254961143943,2.50179167727821
20,60.63814108254248,62.33113470673114,57.262291520537545,6.028525584124189,1.6562039662401877,1.72425199186363,2.4863684038090796
