swap_count,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_misp,std_opinion_percent,std_majority_opinion_percent,std_minority_opinion_percent
0,50.55906459349184,34.52021921423954,82.54071436170152,16.10760207317483,1.915579846664312,2.3211876109887943,1.848961265799912
1,49.309791921356215,33.65271151542295,80.53019776073212,17.356874745310456,1.812125310634239,2.2020610190837315,1.8491276230710636
2,48.40068704653378,33.04739253053685,79.0153401832223,18.26597962013289,1.7545661859368826,2.136631969163126,1.8470536907692654
3,47.6617010019946,32.57198635303882,77.75077272715792,19.00496566467207,1.6962905017251597,2.0754494673610053,1.831724895349464
4,47.024005529540126,32.169068289980366,76.64492828866229,19.642661137126545,1.6586724412985794,2.0316833768745473,1.849254514685268
5,46.456646667065634,31.819878621608087,75.64253744034328,20.210019999601037,1.627870281898551,1.9998403719620006,1.8543058461485205
6,45.94538083783715,31.50815225452334,74.733387533906,20.721285828829522,1.6030284934191268,1.9611201932382467,1.8660353564811016
7,45.47885515910722,31.234042799300923,73.88318160111618,21.187811507559452,1.580376276468664,1.9370566290329352,1.8591222007140276
8,45.045937262780384,30.975113191895755,73.10332897298746,21.620729403886287,1.5557261105781077,1.9120610148733945,1.8608438003307057
9,44.6386306021168,30.741041827143423,72.35058905760263,22.028036064549873,1.5390558369332867,1.8916167101731158,1.8650808699502608
10,44.25560464955311,30.523266883897907,71.63805061340452,22.411062017113558,1.5271914412230438,1.8783669919842714,1.8539531987212938
11,43.8901888104732,30.32090053157873,70.9475121450352,22.776477856193473,1.509615410684993,1.861775487101743,1.846781215461871
12,43.54473308497792,30.12873497672135,70.29639398347756,23.12193358168875,1.4999041577806032,1.8491363602678945,1.8614998715840863
13,43.21240509608668,29.952937705465594,69.65194186900175,23.454261570579995,1.4886123655067214,1.8333615398192251,1.8741048046395459
14,42.8913912139262,29.776518409959188,69.04260464938136,23.775275452740473,1.4770073407391942,1.8201155508514713,1.8754971173292208
15,42.58145704686553,29.611559786623506,68.44358751189904,24.08520961980114,1.46232726809197,1.7971089509019822,1.8741564227389493
16,42.28634812594671,29.452415735189344,67.87736301290599,24.380318540719962,1.4493590089416792,1.7836983655219865,1.8602061915415866
17,41.99720494698865,29.29852531318423,67.31852421679028,24.66946171967802,1.439980242547284,1.7708260320713012,1.8483510170813573
18,41.721150444045136,29.15785885736785,66.77250432646153,24.945516222621535,1.4323761531355603,1.7589655581941794,1.8495725040942432
19,41.45227564887807,29.014614943610447,66.25312004920214,25.2143910177886,1.4233583607368503,1.739741249557366,1.8426318593311308
20,41.18943551746874,28.877907781041213,65.73876926735116,25.477231149197934,1.4130104888354205,1.7255272474160004,1.8545276923911735
21,40.93429330829146,28.742786129412817,65.2443046290495,25.732373358375213,1.4054090053292008,1.714871802093479,1.854830628549781
22,40.684895642447515,28.611881451049364,64.75863052709175,25.981771024219157,1.3992844296602345,1.7092069987836418,1.8492621620268832
23,40.44308455303899,28.49180935215043,64.27407043265512,26.22358211362768,1.3909781948438005,1.7046938991978338,1.8470722871273564
24,40.210973394464496,28.37702037509384,63.808017439077844,26.455693272202176,1.3817331118426202,1.6940725392931602,1.8544641921661995
25,39.97887222538319,28.253266169945327,63.359871126346114,26.68779444128348,1.3746063775778548,1.6788085913605544,1.8635299842408513
26,39.753943940616985,28.13523323835917,62.921792227155,26.912722726049687,1.367908364573924,1.672276024453875,1.8658983623154968
27,39.53493384184978,28.023225589586158,62.489417961632945,27.131732824816893,1.3606441748313196,1.6647360412684962,1.852452184923066
28,39.31785081112106,27.910291537131865,62.06466062093185,27.34881585554561,1.3523322928707984,1.658555424697647,1.8604853275960247
29,39.10809473781221,27.801147656691132,61.65428263010752,27.558571928854462,1.344234686123165,1.648328816943577,1.86327451409521
30,38.90251594813763,27.69898586421075,61.24248910950082,27.764150718529038,1.3386692193018366,1.6388178870144243,1.8484803098617297
31,38.702204018933564,27.596347313356308,60.84741529412653,27.964462647733107,1.3343046917630266,1.6360220585682048,1.8479470398546076
32,38.50646800721846,27.494088177772586,60.46528527192191,28.160198659448213,1.3316472569378586,1.634792534682999,1.8424807624960884
33,38.314252558450896,27.40706658575474,60.063312012988746,28.352414108215775,1.328521302107499,1.6335747280441766,1.8448800307386803
34,38.12574905039357,27.312800028557145,59.68689889633088,28.5409176162731,1.3244211220175743,1.624440436471185,1.8483702574459049
35,37.93914355937016,27.212985412055875,59.32723136209865,28.727523107296513,1.3179263296641852,1.6162923380575474,1.8345526898222615
36,37.75749368621754,27.126865733799765,58.95509313624821,28.909172980449128,1.311737500946324,1.608591110600581,1.829769227025224
37,37.57596218684888,27.03142042074201,58.6019047504033,29.090704479817795,1.3047148427483966,1.6035687853872396,1.8157412756399613
38,37.39690174128663,26.937204849955975,58.25366260843098,29.269764925380045,1.296994671010515,1.6003227369282236,1.7962995616098159
39,37.221871992362,26.844918017181886,57.91364249376903,29.444794674304674,1.2920218725040613,1.605118157788783,1.7729386441236576
40,37.049914819912246,26.759060886223555,57.57000080744717,29.616751846754426,1.2858358851035123,1.597921802879691,1.759563719986989
41,36.882113343936595,26.675054020608737,57.23511187488374,29.784553322730076,1.2767745115025746,1.5934518676035216,1.7498895226310482
42,36.71549235026691,26.588111658456484,56.90961073573321,29.951174316399758,1.2687365335007057,1.5809549869612376,1.7500428396120669
43,36.5524259213123,26.50221662978035,56.59266361041494,30.114240745354373,1.2631877326631549,1.5745753377271434,1.7558754882715222
44,36.38953132531379,26.412325206444397,56.284199813837795,30.27713534135288,1.2600054477808216,1.569290396664556,1.745458061880593
45,36.225991612733985,26.320928821303635,55.97680544235258,30.440675053932686,1.2571794891921608,1.5717939601385782,1.7480389904070843
46,36.068127010391066,26.235168844149353,55.6751633538551,30.598539656275605,1.2548153173216776,1.5711519191950154,1.7488152101390755
47,35.91326200673454,26.152968515742128,55.375404117515835,30.75340465993213,1.2496025332835867,1.5666683201257936,1.7372311301219436
48,35.76080264689734,26.071666488184476,55.081056184929594,30.905864019769332,1.2448764061243542,1.5669961362033071,1.7265408063286871
49,35.612000111680175,25.992124651959735,54.79414698645206,31.054666554986497,1.2379529018088127,1.5615893777238405,1.7138717179372343
50,35.46343827410578,25.908581959020488,54.515936195802816,31.203228392560888,1.2307022029915962,1.554840649057125,1.7004586267935968
51,35.31514530687162,25.826664881844792,54.23528890887124,31.35152135979505,1.2220161924366038,1.5424437937548738,1.6862919930547153
52,35.1706788977615,25.74758352966374,53.960443913189984,31.495987768905174,1.2155521713113426,1.5391770339167936,1.6761670826382111
53,35.03128457362656,25.669517562647243,53.69876011048951,31.635382093040114,1.2070333298053844,1.5302450041601554,1.6573244338333086
54,34.891539474240936,25.59110498322267,53.43671723178035,31.775127192425735,1.2001891419326665,1.5293633246078961,1.6413678084221885
55,34.755823079011144,25.515374634111513,53.18138794219423,31.910843587655528,1.1934986739563536,1.524236354495948,1.6290798293360393
56,34.62497386315313,25.446419647319196,52.927120892330976,32.04169280351354,1.1863432841740433,1.5256888871976646,1.6185709775997046
57,34.4955087918859,25.379151138716352,52.673635130241934,32.171157874780775,1.1805240636900314,1.5153827390089158,1.6121799756602844
58,34.36680609891323,25.30677411294353,52.432618382313876,32.29986056775344,1.1787046976963234,1.5153169760950929,1.6130853710489834
59,34.23655503273917,25.22885842792889,52.19800993933691,32.4301116339275,1.1792256018069862,1.5244236659584083,1.6125154413208986
60,34.106189814082505,25.144426358249447,51.976053471522086,32.560476852584166,1.1813354647443666,1.5276782121103234,1.612340446151781
61,33.97824573266683,25.06710608981224,51.74716490075415,32.68842093399984,1.182798719628613,1.5307744518538953,1.5986520302690246
62,33.850317349998605,24.984948954094385,51.52796810350823,32.81634931666807,1.1854364330531755,1.534444712055369,1.57684267542672
63,33.71955175111409,24.8963711001642,51.3130796359423,32.94711491555258,1.1850505789674806,1.5341581845923722,1.5746411589270395
64,33.589087406791286,24.81423823802384,51.08624173732757,33.077579259875385,1.186118684421931,1.5410806039693061,1.5685320120681798
65,33.458376507132954,24.722535517955308,50.87774806040336,33.20829015953372,1.1839723382510394,1.5363216711909065,1.5602602798367584
66,33.33128071417181,24.640397301349324,50.66100632177595,33.33538595249486,1.1795930850838054,1.5389311995557855,1.5629077532455071
67,33.20405034514659,24.552840722495894,50.454665940012944,33.46261632152008,1.1745734913916492,1.5427392331718783,1.54610608175916
68,33.078473806847995,24.464350681801957,50.25513848134101,33.588192859818676,1.1680351676747862,1.5444413154318064,1.532468689106406
69,32.9546014528121,24.376086242592987,50.06026351869811,33.71206521385457,1.1582853558812949,1.5388118889184774,1.5220675017351237
