swap_count,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_misp,std_opinion_percent,std_majority_opinion_percent,std_minority_opinion_percent
0,55.619619728459774,63.65238339968229,39.60219276727954,11.047046938206897,2.4744505918813835,2.907346638029571,2.437470307771751
1,54.17611277070512,61.81292516109159,38.948217405443486,12.490553895961554,2.3209644655863593,2.7556652860978574,2.3301949059192077
2,53.12034555351248,60.45575744866995,38.49344638532423,13.546321113154193,2.2014320406314862,2.645569066970607,2.2338533028388374
3,52.263623629074395,59.33672864570472,38.15976751806902,14.403043037592276,2.119168468641524,2.5584518337792055,2.1687678274370517
4,51.534055419690006,58.36707922880555,37.90892411169314,15.132611246976666,2.056612138014523,2.502856816122985,2.109006611939369
5,50.88552960481969,57.5000183031881,37.696159924839534,15.781137061846984,2.0000336194793578,2.4573255963475495,2.044725339122537
6,50.30032548368052,56.70370186201682,37.53191629813565,16.366341182986154,1.9537196591347044,2.4163323727379975,2.0151352643599014
7,49.765653117958074,55.97799223789545,37.378174513532024,16.901013548708598,1.9142675055139875,2.378084896653494,1.9934533094578486
8,49.265404844175386,55.29138956054162,37.24951915225948,17.401261822491286,1.8828476542098516,2.351899808635174,1.9621072497768786
9,48.79847889885267,54.64281291307523,37.144806882468785,17.868187767814,1.8518438135863824,2.324499033921695,1.936512090265717
10,48.36074933379862,54.0368284810916,37.04257953710065,18.30591733286805,1.8205944517237698,2.2930661023966197,1.907000151921616
11,47.945056706724415,53.45896524162953,36.95025705329085,18.721609959942256,1.797901933153259,2.267055535670882,1.8751236789622139
12,47.55096192715586,52.90471591972011,36.87551234916849,19.11570473951081,1.7743962553166623,2.2525478704653863,1.8437506926301817
13,47.173088115339446,52.36888114673793,36.81261458566463,19.493578551327225,1.7502631896831604,2.2315411816942743,1.8281022671472151
14,46.81466527745445,51.86251901995836,36.749184461563424,19.85200138921222,1.7295615835506093,2.217061592807458,1.7991931143445767
15,46.46681602667109,51.36144121123705,36.70687479038089,20.19985063999558,1.7113526171271343,2.203857809858353,1.7742582383269334
16,46.13166317578277,50.88542700697211,36.65260116508786,20.535003490883902,1.6917680924200273,2.19023400246183,1.7531036900781136
17,45.80971095652284,50.42273473924435,36.61128628798236,20.85695571014383,1.6736055418447897,2.181875327547386,1.7249603572920815
18,45.49427022927956,49.96113223521096,36.58729389409897,21.172396437387114,1.6584114465567787,2.1722871017970227,1.7041368058172723
19,45.19010084218887,49.52112711959038,36.553982576472066,21.476565824477802,1.6413360438025881,2.1591339317683587,1.6770790065089072
20,44.8976361660259,49.09066362298371,36.53668920095434,21.769030500640774,1.6258989245601267,2.1435206669144335,1.660892368677659
21,44.61003855031093,48.67178640158775,36.510864691178135,22.05662811635574,1.61063263988893,2.1310482758450564,1.6437359142727341
22,44.33304487886754,48.26463987911139,36.49339736341126,22.33362178779913,1.5949267444985793,2.1134078375424705,1.635426324521849
23,44.06187232140762,47.857215799775766,36.493911972326195,22.60479434525905,1.5876729206570117,2.111332988317769,1.6071427473687117
24,43.799471115062055,47.46728783002771,36.485800659471856,22.867195551604617,1.5780776909880407,2.105248637550974,1.588265629498044
25,43.54428418275706,47.07961178709679,36.49479860045087,23.12238248390961,1.5674668120918116,2.0987921617099645,1.575144908395414
26,43.29083062778296,46.69134080270887,36.51017261430796,23.375836038883712,1.5563364450831203,2.09199071944071,1.5573815058990323
27,43.04342100059209,46.32108498323266,36.50771976574595,23.62324566607458,1.5477327848875804,2.0826331870154084,1.5464418081714062
28,42.800829297917986,45.95200443817385,36.51734832962333,23.865837368748686,1.5357892397597555,2.0727035624659216,1.5434730382841018
29,42.563186515705326,45.59366753852511,36.520371063016775,24.103480150961346,1.525429371679434,2.0679044654889993,1.5353439808231144
30,42.32926091288077,45.236791615015,36.53160987209812,24.3374057537859,1.5127028744625133,2.0589800428052425,1.5157908823693738
31,42.10079149873227,44.88772154507162,36.54361960992385,24.5658751679344,1.5022087322838644,2.047477799888021,1.504793821593221
32,41.87692241839725,44.53770281525904,36.57129444142135,24.78974424826942,1.4907438251843328,2.037700235640254,1.4816631786443277
33,41.65552818243671,44.19865156166506,36.58450970768799,25.01113848422996,1.4831830170582792,2.0294670264729184,1.465892019679611
34,41.44162590212011,43.86912299802479,36.60116762106466,25.225040764546563,1.4714663019262182,2.01992924157448,1.441123931296149
35,41.227174592617835,43.5367668546679,36.621819962302425,25.439492074048836,1.4626267785804532,2.012768297639929,1.428537524307584
36,41.01725912431048,43.214036672140125,36.63685838522502,25.649407542356194,1.4545507239467457,2.004603126784116,1.4206996495112951
