swap_count,mean_opinion_percent,mean_majority_opinion_percent,mean_minority_opinion_percent,mean_misp,std_opinion_percent,std_majority_opinion_percent,std_minority_opinion_percent
0,79.81123703891232,84.64504880460966,70.17255848815053,-13.144570372245653,1.1953399747384277,0.8902377702387361,2.7522025377143793
1,76.57720643998992,81.47045989597767,66.82000044691257,-9.91053977332325,1.4056248756298402,1.19921014761509,2.804383717947058
2,74.2062487781922,79.14597981527925,64.35636593178509,-7.539582111525533,1.5643703594486027,1.410437273226839,2.855743515398446
3,72.31100888284695,77.26055180325103,62.44156102359807,-5.644342216180277,1.631779410955607,1.5300514240087324,2.854121304713085
4,70.72624932025461,75.69613072232018,60.81624628499809,-4.059582653587938,1.6682428622420762,1.614562308869304,2.8222681768836995
5,69.37737544355154,74.36045272811769,59.441059660554366,-2.7107087768848714,1.6795591821278795,1.6647585596037227,2.7910746261430863
6,68.18568306553914,73.16890968647951,58.249069504023296,-1.5190163988724663,1.681855715896865,1.6920112462534576,2.7524301562447993
7,67.11568159878226,72.10628192430401,57.16436478202332,-0.4490149321155883,1.678344214990199,1.7162363285904945,2.7111156704947614
8,66.13836975178975,71.12671970698432,56.191540200413755,0.5282969148769183,1.680255750054928,1.7305084620280173,2.705699328082248
9,65.24174276913091,70.21784695471695,55.31933142901025,1.4249238975357628,1.670252326999965,1.7438176038809217,2.6593839790422864
10,64.40737263305496,69.37541735768181,54.50103195460741,2.2592940336117096,1.6633186685116412,1.7532602805142663,2.633742808438325
11,63.62562847506057,68.58956286302832,53.72748385713685,3.0410381916060985,1.6555506226850554,1.7597942155371935,2.599935975447861
12,62.88961844128962,67.84057272782715,53.01735630106807,3.777048225377051,1.6522542517208478,1.7692445718184535,2.575570263462115
13,62.19556032946203,67.13034119852216,52.355548177384044,4.471106337204638,1.6494436243423374,1.784696071492319,2.5472636965154978
14,61.53732613969188,66.46050460606409,51.7204493175245,5.129340526974794,1.6394031630051975,1.7923224230084567,2.5261096612365317
15,60.90100605158596,65.80454896941967,51.12328274836065,5.765660615080712,1.633359617690514,1.7952262828849501,2.5044976189984904
16,60.29814302898187,65.1891456904888,50.545425147054864,6.3685236376848025,1.6234679057976797,1.7962614072337502,2.4763009333879165
17,59.71425629321518,64.580887622745,50.01013513912278,6.952410373451492,1.6176591981796369,1.8083666294264615,2.450708157830633
18,59.15311375273384,63.99713111429896,49.494085121589,7.513552913932834,1.610079052547329,1.8112762186777045,2.441949724599186
19,58.61585149147958,63.43625894621831,49.00390129729996,8.05081517518709,1.6044490498444242,1.8122453032772932,2.421884729746856
20,58.098814207581256,62.89880695357526,48.527571187126135,8.567852459085415,1.5945455176623462,1.8199521664128049,2.416918875399696
21,57.59276770954605,62.368553206677056,48.06979423323096,9.073898957120619,1.587310810872797,1.8155325551010282,2.405691203607717
22,57.10461487264119,61.85753351741481,47.62723817378124,9.562051794025479,1.5831183642880706,1.8149443007547263,2.386384984755192
23,56.63290452778973,61.356267661494925,47.2144618719584,10.033762138876945,1.573436147257719,1.807296871603353,2.3680304153902054
24,56.17126887099281,60.86856336627906,46.80480739236815,10.49539779567386,1.5651791775738058,1.7998771736178523,2.359076976569881
25,55.72611270597145,60.40117662854008,46.40397925558011,10.940553960695219,1.5621509246902208,1.7993274445299747,2.3405715558600466
26,55.29271615236048,59.933968238343475,46.03800390905303,11.373950514306195,1.5569830436011882,1.8046808964656234,2.3359956226841674
27,54.87229301628782,59.480519131790295,45.68343495363916,11.794373650378851,1.5493615247001618,1.8028434120756602,2.311950256576748
28,54.461841682274084,59.04297945576045,45.32699809801682,12.204824984392587,1.5425610250606796,1.8040794704387226,2.303020103035632
29,54.05941161545732,58.60676738561142,44.99192975041952,12.60725505120935,1.5350760180317686,1.8023816223542808,2.2870643181663017
30,53.67082848881717,58.191187739879645,44.657178006159675,12.9958381778495,1.525974648115627,1.8031477248628127,2.267593060322232
